ID da fila,ID da compra,Data da compra,Data de envio,Modo de envio,ID do cliente,Nome do cliente,Segmento,Cidade,Estado,Região Brasileira,País,Região,ID do produto,Categoria,Sub-categoria,Nome do produto,Quantidade,Valor_Vendas,Valor_Desconto,Valor_Lucro
174,MX-2017-141446,3/23/2017,3/29/2017,Classe padrão,LP-17500,Luana Pinto,Varejo,Morelia,Michoacán,,México,Norte,MAT-AC-10000862,Material de escritório,Eletrônicos,"Hamilton Beach Liquidificador, Preto",1,"469,8",0,"98,6"
176,MX-2017-119795,11/19/2017,11/24/2017,Classe padrão,JL-15685,Julia Lima,Grande Empresa,Delgado,San Salvador,,El Salvador,Central,MAT-FI-10003646,Material de escritório,Fichários,"Cardinal Encadernadora, Econômico",5,1659,0,199
177,MX-2017-119795,11/19/2017,11/24/2017,Classe padrão,JL-15685,Julia Lima,Grande Empresa,Delgado,San Salvador,,El Salvador,Central,MAT-EN-10003731,Material de escritório,Envelopes,"Ames Envelope com fecho, Prata",2,128,0,"49,6"
178,MX-2017-119795,11/19/2017,11/24/2017,Classe padrão,JL-15685,Julia Lima,Grande Empresa,Delgado,San Salvador,,El Salvador,Central,MAT-PA-10003577,Material de escritório,Papel,"Green Bar Resma, Premium",6,"1190,4",0,"10,8"
180,MX-2017-120453,6/25/2017,6/27/2017,Segunda classe,VB-21175,Vinicius Barbosa,Grande Empresa,Santiago de Cuba,Santiago de Cuba,,Cuba,Caribe,MAT-AC-10004138,Material de escritório,Eletrônicos,"Cuisinart Micro-ondas, Preto",6,"11115,6",0,"2000,4"
183,MX-2017-120453,6/25/2017,6/27/2017,Segunda classe,VB-21175,Vinicius Barbosa,Grande Empresa,Santiago de Cuba,Santiago de Cuba,,Cuba,Caribe,MAT-AR-10004134,Material de escritório,Armazenamento,"Smead Caixa, Tamanho real",2,144,0,"32,8"
184,US-2016-122539,11/13/2016,11/13/2016,No mesmo dia,VR-21775,Vitória Rocha,Grande Empresa,Carrefour,Ouest,,Haiti,Caribe,MAT-PA-10003731,Material de escritório,Papel,"Eaton Resma, Embalagem com 12",5,"613,8","0,4","-379,2"
186,MX-2017-148453,12/21/2017,12/23/2017,Primeira classe,DM-12730,Danilo Melo,Varejo,Soacha,Cundinamarca,,Colômbia,Sul,MAT-EN-10001524,Material de escritório,Envelopes,"Jiffy Com lacre, Conjunto de 50",3,"743,4",0,"178,2"
193,MX-2018-102351,11/19/2018,11/24/2018,Classe padrão,CC-12445,Cauã Correia,Varejo,Zapopan,Jalisco,,México,Norte,MAT-EN-10000917,Material de escritório,Envelopes,"Ames Fita dupla face, Reciclado",5,583,0,151
194,MX-2016-144841,2/16/2016,2/22/2016,Classe padrão,BC-11485,Breno Cardoso,Pequenas e Medias Empresas,Ibagué,Tolima,,Colômbia,Sul,MAT-EN-10000953,Material de escritório,Envelopes,"Ames Malote, Vermelho",4,"1297,6",0,428
195,US-2016-114867,7/25/2016,7/27/2016,Primeira classe,MA-18040,Marcos Azevedo,Grande Empresa,San Miguelito,Panamá,,Panamá,Central,MAT-ET-10004150,Material de escritório,Etiquetas,"Avery Etiquetas para codificação colorida, Vermelho",1,"52,44","0,4","-24,56"
197,US-2015-162229,11/30/2015,12/4/2015,Classe padrão,VS-21355,Vinicius Silva,Grande Empresa,Cidade do Panamá,Panamá,,Panamá,Central,MAT-ET-10004236,Material de escritório,Etiquetas,"Harbour Creations Etiquetas removíveis, Ajustável",2,66,"0,4","-6,8"
198,US-2015-162229,11/30/2015,12/4/2015,Classe padrão,VS-21355,Vinicius Silva,Grande Empresa,Cidade do Panamá,Panamá,,Panamá,Central,MAT-EN-10003820,Material de escritório,Envelopes,"Ames Envelope profissional, Vermelho",14,"1018,08","0,4","-493,92"
199,US-2017-152800,11/16/2017,11/20/2017,Segunda classe,RB-19870,Rebeca Barros,Pequenas e Medias Empresas,La Romana,La Romana,,República Dominicana,Caribe,MAT-ET-10002432,Material de escritório,Etiquetas,"HON Etiquetas removíveis, Branco",3,"164,16","0,2","-12,84"
200,US-2017-152800,11/16/2017,11/20/2017,Segunda classe,RB-19870,Rebeca Barros,Pequenas e Medias Empresas,La Romana,La Romana,,República Dominicana,Caribe,MAT-MA-10000459,Material de escritório,Materiais,"Elite Régua, Aço",9,"633,6","0,2","14,4"
201,US-2017-152800,11/16/2017,11/20/2017,Segunda classe,RB-19870,Rebeca Barros,Pequenas e Medias Empresas,La Romana,La Romana,,República Dominicana,Caribe,MAT-CO-10002650,Material de escritório,Colchetes,"OIC Grampos, Tamanhos variados",2,"93,76","0,2","27,76"
202,US-2017-152800,11/16/2017,11/20/2017,Segunda classe,RB-19870,Rebeca Barros,Pequenas e Medias Empresas,La Romana,La Romana,,República Dominicana,Caribe,MAT-EN-10004627,Material de escritório,Envelopes,"Kraft Envelope com fecho, Vermelho",5,"334,4","0,2","-46,6"
203,MX-2018-118584,10/9/2018,10/16/2018,Classe padrão,CR-12490,Cauã Rocha,Grande Empresa,Guadalajara,Jalisco,,México,Norte,MAT-AR-10004163,Material de escritório,Armazenamento,"Eldon Carrinho bandeja, Industrial",3,"2567,4",0,0
204,MX-2018-133984,12/2/2018,12/6/2018,Classe padrão,FC-14320,Fernanda Correia,Varejo,Ciudad Obregón,Sonora,,México,Norte,MAT-PA-10000863,Material de escritório,Papel,"Enermax Cadernetas, Embalagem com 12",9,1188,0,"568,8"
206,MX-2017-163853,9/20/2017,9/25/2017,Classe padrão,FM-14170,Fábio Melo,Varejo,San José de Guanipa,Anzoátegui,,Venezuela,Sul,MAT-AR-10003090,Material de escritório,Armazenamento,"Tenex Carrinho bandeja, Azul",2,"1073,04","0,4","-644,16"
207,MX-2017-163853,9/20/2017,9/25/2017,Classe padrão,FM-14170,Fábio Melo,Varejo,San José de Guanipa,Anzoátegui,,Venezuela,Sul,MAT-AR-10001020,Material de escritório,Arte,"Crayola Canetas, Tamanhos variados",5,"302,4","0,4","-5,6"
209,US-2018-146080,4/1/2018,4/1/2018,No mesmo dia,MS-18220,Maria Silva,Varejo,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-FI-10000250,Material de escritório,Fichários,"Ibico Encadernadora, Durável",6,"635,04","0,7","-1461,36"
210,US-2018-146080,4/1/2018,4/1/2018,No mesmo dia,MS-18220,Maria Silva,Varejo,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-EN-10002041,Material de escritório,Envelopes,"Kraft Envelope kraft, Vermelho",2,"240,24","0,4","31,84"
211,US-2018-146080,4/1/2018,4/1/2018,No mesmo dia,MS-18220,Maria Silva,Varejo,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-FI-10003394,Material de escritório,Fichários,"Avery Divisórias, Transparente",2,"23,16","0,7","-25,64"
212,US-2018-146080,4/1/2018,4/1/2018,No mesmo dia,MS-18220,Maria Silva,Varejo,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-CO-10000358,Material de escritório,Colchetes,"Stockwell Grampos, Embalagem com 12",2,"81,84","0,4","-20,56"
213,US-2018-146080,4/1/2018,4/1/2018,No mesmo dia,MS-18220,Maria Silva,Varejo,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-EN-10004394,Material de escritório,Envelopes,"Ames Malote, Conjunto de 50",11,"1985,28","0,4","-232,32"
215,MX-2018-134306,10/28/2018,11/1/2018,Classe padrão,ES-13435,Emilly Silva,Varejo,Osasco,São Paulo,Sudeste,Brasil,Sul,MAT-FI-10000452,Material de escritório,Fichários,"Ibico Reforço para fichário, Transparente",2,86,0,36
221,MX-2016-147382,12/5/2016,12/8/2016,Segunda classe,LS-17620,Lucas Souza,Grande Empresa,Toluca,México,,México,Norte,MAT-AR-10003464,Material de escritório,Armazenamento,"Tenex Bandejas, Metal",4,"1420,8",0,"70,4"
222,MX-2016-147382,12/5/2016,12/8/2016,Segunda classe,LS-17620,Lucas Souza,Grande Empresa,Toluca,México,,México,Norte,MAT-AC-10002083,Material de escritório,Eletrônicos,"Hoover Micro-ondas, Branco",4,"8180,8",0,"81,6"
223,MX-2016-147382,12/5/2016,12/8/2016,Segunda classe,LS-17620,Lucas Souza,Grande Empresa,Toluca,México,,México,Norte,MAT-ET-10003335,Material de escritório,Etiquetas,"Novimex Etiquetas de envio, Ajustável",3,"177,6",0,"1,2"
224,MX-2016-147382,12/5/2016,12/8/2016,Segunda classe,LS-17620,Lucas Souza,Grande Empresa,Toluca,México,,México,Norte,MAT-AC-10003894,Material de escritório,Eletrônicos,"Hamilton Beach Forno, Vermelho",2,"7231,2",0,"867,6"
225,MX-2016-147382,12/5/2016,12/8/2016,Segunda classe,LS-17620,Lucas Souza,Grande Empresa,Toluca,México,,México,Norte,MAT-AR-10000433,Material de escritório,Armazenamento,"Fellowes Pastas, Azul",7,1232,0,"319,2"
228,MX-2018-146101,12/23/2018,12/30/2018,Classe padrão,BC-11140,Beatriz Castro,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-EN-10001004,Material de escritório,Envelopes,"Jiffy Envelope kraft, Conjunto de 50",5,867,0,355
230,MX-2018-107930,7/21/2018,7/23/2018,Segunda classe,NR-19300,Nicole Ribeiro,Varejo,Mexicali,Baixa Califórnia,,México,Norte,MAT-PA-10002903,Material de escritório,Papel,"Enermax Agenda, Reciclado",2,"298,8",0,"134,4"
231,MX-2018-107930,7/21/2018,7/23/2018,Segunda classe,NR-19300,Nicole Ribeiro,Varejo,Mexicali,Baixa Califórnia,,México,Norte,MAT-AR-10002246,Material de escritório,Arte,"Stanley Bloco de desenho, Tamanhos variados",2,"634,8",0,"304,4"
235,MX-2017-115343,5/29/2017,5/29/2017,No mesmo dia,MF-18145,Maria Fernandes,Varejo,Santa Ana,Santa Ana,,El Salvador,Central,MAT-FI-10000853,Material de escritório,Fichários,"Cardinal Perfurador, Transparente",6,"1130,4",0,"406,8"
238,MX-2016-125234,9/15/2016,9/20/2016,Classe padrão,LR-17245,Letícia Rocha,Varejo,Tlalnepantla,México,,México,Norte,MAT-AC-10000709,Material de escritório,Eletrônicos,"KitchenAid Forno, Preto",6,"22783,2",0,7518
240,MX-2017-133417,4/4/2017,4/7/2017,Segunda classe,ÁC-10090,Ágatha Costa,Varejo,Ciudad Obregón,Sonora,,México,Norte,MAT-FI-10001513,Material de escritório,Fichários,"Wilson Jones Perfurador, Durável",3,"589,8",0,"253,2"
244,MX-2015-133466,2/26/2015,3/3/2015,Classe padrão,AD-10195,Alex Dias,Grande Empresa,Palma Soriano,Santiago de Cuba,,Cuba,Caribe,MAT-MA-10002869,Material de escritório,Materiais,"Acme Cortador de papel, Retangular",2,"550,4",0,"16,4"
245,MX-2018-141068,3/12/2018,3/18/2018,Classe padrão,GC-14530,Gabrielly Cavalcanti,Grande Empresa,Mejicanos,San Salvador,,El Salvador,Central,MAT-ET-10001772,Material de escritório,Etiquetas,"HON Etiquetas redondas, Branco",5,222,0,93
246,MX-2018-141068,3/12/2018,3/18/2018,Classe padrão,GC-14530,Gabrielly Cavalcanti,Grande Empresa,Mejicanos,San Salvador,,El Salvador,Central,MAT-MA-10003188,Material de escritório,Materiais,"Stiletto Régua, Industrial",4,440,0,"35,2"
249,MX-2018-148642,11/10/2018,11/14/2018,Classe padrão,VC-21265,Vinícius Cunha,Grande Empresa,Santa Ana,Santa Ana,,El Salvador,Central,MAT-AR-10002650,Material de escritório,Arte,"Sanford Canetas, Metal",5,412,0,57
250,MX-2018-148642,11/10/2018,11/14/2018,Classe padrão,VC-21265,Vinícius Cunha,Grande Empresa,Santa Ana,Santa Ana,,El Salvador,Central,MAT-FI-10004410,Material de escritório,Fichários,"Ibico Capa para fichário, Transparente",5,437,0,122
253,US-2017-141257,1/31/2017,2/5/2017,Segunda classe,TA-20845,Thaís Alves,Varejo,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-ET-10002536,Material de escritório,Etiquetas,"Smead Etiquetas de envio, Vermelho",2,"91,44","0,4","-1,76"
254,US-2017-141257,1/31/2017,2/5/2017,Segunda classe,TA-20845,Thaís Alves,Varejo,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-ET-10000163,Material de escritório,Etiquetas,"Novimex Etiquetas redondas, Vermelho",4,"97,44","0,4","-6,56"
255,MX-2018-157560,9/26/2018,9/28/2018,Primeira classe,LP-16990,Leonardo Pereira,Grande Empresa,Pinar del Rio,Pinar del Rio,,Cuba,Caribe,MAT-AR-10002384,Material de escritório,Armazenamento,"Rogers Carrinho bandeja, Tamanho real",2,"1888,4",0,"415,2"
256,MX-2016-100503,8/4/2016,8/6/2016,Primeira classe,LB-16735,Lavinia Barbosa,Varejo,Tepic,Nayarit,,México,Norte,MAT-PA-10001948,Material de escritório,Papel,"Enermax Caderno, Multicolorido",6,"1196,4",0,"310,8"
258,MX-2016-127565,5/23/2016,5/29/2016,Classe padrão,NR-19300,Nicole Ribeiro,Varejo,Barretos,São Paulo,Sudeste,Brasil,Sul,MAT-ET-10003958,Material de escritório,Etiquetas,"Smead Etiquetas jurídicas, Branco",7,518,0,0
263,MX-2017-131961,7/5/2017,7/9/2017,Classe padrão,KO-16285,Kauã Oliveira,Pequenas e Medias Empresas,Santiago,Santiago,,Chile,Sul,MAT-PA-10001484,Material de escritório,Papel,"Eaton Resma, Reciclado",7,"1234,8",0,"418,6"
266,MX-2016-115259,10/13/2016,10/18/2016,Segunda classe,EB-13990,Evelyn Barbosa,Varejo,Villa Nueva,Guatemala,,Guatemala,Central,MAT-AR-10001274,Material de escritório,Arte,"Stanley Canetas, Tamanhos variados",2,"176,4",0,"3,2"
267,MX-2016-130792,12/21/2016,12/25/2016,Segunda classe,EP-13720,Enzo Pinto,Varejo,Metepec,México,,México,Norte,MAT-EN-10002352,Material de escritório,Envelopes,"GlobeWeis Com lacre, Conjunto de 50",3,771,0,"200,4"
269,MX-2018-159282,7/21/2018,7/26/2018,Classe padrão,EF-13510,Emily Fernandes,Grande Empresa,Maringá,Paraná,Sul,Brasil,Sul,MAT-EN-10004625,Material de escritório,Envelopes,"Ames Com lacre, Reciclado",4,924,0,452
270,MX-2018-159282,7/21/2018,7/26/2018,Classe padrão,EF-13510,Emily Fernandes,Grande Empresa,Maringá,Paraná,Sul,Brasil,Sul,MAT-CO-10002664,Material de escritório,Colchetes,"Stockwell Alfinetes, Embalagem com 12",3,"268,2",0,"2,4"
271,US-2018-148796,4/2/2018,4/9/2018,Classe padrão,LB-16720,Lavinia Barbosa,Varejo,San Fernando del Valle de Catamarca,Catamarca,,Argentina,Sul,MAT-FI-10001935,Material de escritório,Fichários,"Acco Divisórias, Econômico",2,"34,32","0,7","-49,28"
272,US-2018-148796,4/2/2018,4/9/2018,Classe padrão,LB-16720,Lavinia Barbosa,Varejo,San Fernando del Valle de Catamarca,Catamarca,,Argentina,Sul,MAT-AR-10004675,Material de escritório,Armazenamento,"Tenex Bandejas, Azul",2,"433,68","0,4","-224,32"
273,MX-2018-169586,11/21/2018,11/26/2018,Segunda classe,BG-11545,Breno Gomes,Grande Empresa,Ciudad Juárez,Chihuahua,,México,Norte,MAT-CO-10003823,Material de escritório,Colchetes,"Accos Elásticos, Embalagem com 12",5,537,0,144
274,US-2018-138415,9/3/2018,9/7/2018,Segunda classe,MA-17935,Manuela Araujo,Varejo,Tegucigalpa,Francisco Morazán,,Honduras,Central,MAT-FI-10004927,Material de escritório,Fichários,"Ibico Encadernadora, Econômico",5,"1028,4","0,4","-34,6"
275,US-2018-138415,9/3/2018,9/7/2018,Segunda classe,MA-17935,Manuela Araujo,Varejo,Tegucigalpa,Francisco Morazán,,Honduras,Central,MAT-MA-10000282,Material de escritório,Materiais,"Kleencut Estilete, Industrial",2,"290,16","0,4","-63,04"
277,MX-2017-168781,9/6/2017,9/13/2017,Classe padrão,AF-10765,Anna Fernandes,Pequenas e Medias Empresas,Ilopango,San Salvador,,El Salvador,Central,MAT-AR-10002589,Material de escritório,Armazenamento,"Fellowes Caixa, Tamanho real",8,"1051,2",0,"83,2"
278,MX-2017-168781,9/6/2017,9/13/2017,Classe padrão,AF-10765,Anna Fernandes,Pequenas e Medias Empresas,Ilopango,San Salvador,,El Salvador,Central,MAT-AR-10002246,Material de escritório,Arte,"Stanley Bloco de desenho, Tamanhos variados",4,"1269,6",0,"608,8"
279,MX-2015-102771,10/8/2015,10/11/2015,Segunda classe,LD-16975,Leonardo Dias,Pequenas e Medias Empresas,São Paulo,São Paulo,Sudeste,Brasil,Sul,MAT-AR-10002707,Material de escritório,Arte,"Sanford Marcador, Metal",2,"326,8",0,62
283,MX-2016-154249,11/27/2016,12/1/2016,Classe padrão,AG-10915,Arthur Goncalves,Varejo,Santa Clara,Villa Clara,,Cuba,Caribe,MAT-MA-10003063,Material de escritório,Materiais,"Acme Tesouras, Industrial",4,"1374,4",0,"356,8"
284,US-2018-127600,4/17/2018,4/22/2018,Classe padrão,SC-20290,Samuel Costa,Grande Empresa,Salvador,Bahia,Nordeste,Brasil,Sul,MAT-AR-10002589,Material de escritório,Armazenamento,"Fellowes Caixa, Tamanho real",6,"315,36","0,6","-410,64"
285,MX-2017-153654,1/22/2017,1/26/2017,Segunda classe,EM-13540,Emily Melo,Varejo,Cholula,Puebla,,México,Norte,MAT-AR-10004870,Material de escritório,Armazenamento,"Smead Pratelheiras, Metal",2,640,0,32
290,MX-2017-145534,3/24/2017,3/26/2017,Segunda classe,MC-19075,Murilo Carvalho,Varejo,Cuscatancingo,San Salvador,,El Salvador,Central,MAT-ET-10002536,Material de escritório,Etiquetas,"Smead Etiquetas de envio, Vermelho",2,"152,4",0,"59,2"
294,MX-2017-103527,9/3/2017,9/8/2017,Classe padrão,EG-13330,Eduardo Goncalves,Varejo,Santiago,Santiago,,Chile,Sul,MAT-PA-10000521,Material de escritório,Papel,"Enermax Caderno, Embalagem com 12",6,"1305,6",0,"313,2"
296,MX-2016-133424,4/5/2016,4/8/2016,Primeira classe,LM-17230,Letícia Martins,Varejo,Tlalnepantla,México,,México,Norte,MAT-ET-10000424,Material de escritório,Etiquetas,"HON Etiquetas de envio, Ajustável",3,"185,4",0,"29,4"
297,MX-2016-133424,4/5/2016,4/8/2016,Primeira classe,LM-17230,Letícia Martins,Varejo,Tlalnepantla,México,,México,Norte,MAT-EN-10001346,Material de escritório,Envelopes,"Jiffy Fita dupla face, Vermelho",1,157,0,"29,8"
301,US-2016-139892,11/1/2016,11/6/2016,Classe padrão,DB-12880,Diego Barros,Grande Empresa,Salvador,Bahia,Nordeste,Brasil,Sul,MAT-CO-10000361,Material de escritório,Colchetes,"Stockwell Grampos, Metal",8,"232,96","0,6","-75,84"
302,US-2016-139892,11/1/2016,11/6/2016,Classe padrão,DB-12880,Diego Barros,Grande Empresa,Salvador,Bahia,Nordeste,Brasil,Sul,MAT-PA-10000941,Material de escritório,Papel,"Xerox Cadernetas, Premium",5,"180,4","0,6","-54,6"
303,MX-2018-160402,10/16/2018,10/21/2018,Classe padrão,VF-21280,Vinicius Fernandes,Varejo,Cidade do México,Distrito Federal,,México,Norte,MAT-PA-10002164,Material de escritório,Papel,"Xerox Artigos de papelaria, Embalagem com 12",3,"982,2",0,"353,4"
304,MX-2018-160402,10/16/2018,10/21/2018,Classe padrão,VF-21280,Vinicius Fernandes,Varejo,Cidade do México,Distrito Federal,,México,Norte,MAT-AR-10002901,Material de escritório,Armazenamento,"Tenex Pastas, Azul",3,"464,4",0,"185,4"
306,MX-2018-130666,11/1/2018,11/6/2018,Classe padrão,NC-19150,Nicolas Castro,Varejo,Santa Marta,Magdalena,,Colômbia,Sul,MAT-EN-10000752,Material de escritório,Envelopes,"Ames Envelope kraft, Conjunto de 50",4,"658,4",0,"151,2"
310,MX-2015-109414,9/15/2015,9/21/2015,Classe padrão,CA-12310,Carolina Alves,Grande Empresa,Guadalajara,Jalisco,,México,Norte,MAT-FI-10002374,Material de escritório,Fichários,"Cardinal Perfurador, Reciclado",6,"1166,4",0,0
311,MX-2015-109414,9/15/2015,9/21/2015,Classe padrão,CA-12310,Carolina Alves,Grande Empresa,Guadalajara,Jalisco,,México,Norte,MAT-AR-10000124,Material de escritório,Armazenamento,"Eldon Bandejas, Industrial",1,323,0,"138,8"
312,MX-2015-109414,9/15/2015,9/21/2015,Classe padrão,CA-12310,Carolina Alves,Grande Empresa,Guadalajara,Jalisco,,México,Norte,MAT-AR-10004035,Material de escritório,Armazenamento,"Fellowes Bandejas, Tamanho real",7,"2679,6",0,"159,6"
313,US-2018-108203,9/26/2018,10/2/2018,Classe padrão,MO-19015,Miguel Oliveira,Varejo,San Miguelito,Panamá,,Panamá,Central,MAT-EN-10004273,Material de escritório,Envelopes,"Cameo Envelope com fecho, Prata",6,"285,84","0,4","-129,36"
314,US-2018-108203,9/26/2018,10/2/2018,Classe padrão,MO-19015,Miguel Oliveira,Varejo,San Miguelito,Panamá,,Panamá,Central,MAT-FI-10001619,Material de escritório,Fichários,"Acco Encadernadora, Econômico",2,"408,72","0,4","-265,68"
315,US-2018-108203,9/26/2018,10/2/2018,Classe padrão,MO-19015,Miguel Oliveira,Varejo,San Miguelito,Panamá,,Panamá,Central,MAT-AC-10000074,Material de escritório,Eletrônicos,"Hoover Moedor de café, Vermelho",3,"825,48","0,4","-275,52"
316,US-2018-108203,9/26/2018,10/2/2018,Classe padrão,MO-19015,Miguel Oliveira,Varejo,San Miguelito,Panamá,,Panamá,Central,MAT-CO-10002664,Material de escritório,Colchetes,"Stockwell Alfinetes, Embalagem com 12",4,"214,56","0,4","-139,84"
318,MX-2018-164112,10/28/2018,10/30/2018,Primeira classe,DF-12820,Davi Ferreira,Pequenas e Medias Empresas,Managua,Managua,,Nicarágua,Central,MAT-AC-10000794,Material de escritório,Eletrônicos,"Breville Liquidificador, Prata",5,3033,0,424
319,MX-2018-164112,10/28/2018,10/30/2018,Primeira classe,DF-12820,Davi Ferreira,Pequenas e Medias Empresas,Managua,Managua,,Nicarágua,Central,MAT-MA-10002310,Material de escritório,Materiais,"Acme Régua, Aço",5,537,0,134
320,US-2016-104374,4/18/2016,4/20/2016,Primeira classe,EL-13240,Eduarda Lima,Pequenas e Medias Empresas,Guanare,Portuguesa,,Venezuela,Sul,MAT-PA-10003686,Material de escritório,Papel,"Xerox Resma, Embalagem com 12",5,"609,6","0,4","-386,4"
321,US-2015-104556,6/24/2015,6/29/2015,Classe padrão,TC-20935,Tomás Cardoso,Varejo,Tegucigalpa,Francisco Morazán,,Honduras,Central,MAT-MA-10001734,Material de escritório,Materiais,"Acme Abridor de carta, Retangular",5,"538,2","0,4","-36,8"
322,MX-2018-139976,12/8/2018,12/12/2018,Classe padrão,LP-16990,Leonardo Pereira,Grande Empresa,Managua,Managua,,Nicarágua,Central,MAT-AR-10004875,Material de escritório,Arte,"BIC Canetas, Tamanhos variados",3,"349,2",0,"73,2"
323,MX-2018-165568,7/24/2018,7/28/2018,Segunda classe,MC-18595,Martim Cavalcanti,Pequenas e Medias Empresas,Soyapango,San Salvador,,El Salvador,Central,MAT-ET-10001319,Material de escritório,Etiquetas,"HON Etiquetas de envio, Branco",5,379,0,26
324,MX-2015-108077,11/16/2015,11/23/2015,Classe padrão,MD-18130,Maria Dias,Grande Empresa,Orizaba,Veracruz,,México,Norte,MAT-FI-10000858,Material de escritório,Fichários,"Wilson Jones Divisórias, Durável",3,159,0,"34,8"
325,MX-2015-108077,11/16/2015,11/23/2015,Classe padrão,MD-18130,Maria Dias,Grande Empresa,Orizaba,Veracruz,,México,Norte,MAT-FI-10004986,Material de escritório,Fichários,"Wilson Jones Reforço para fichário, Transparente",2,"53,2",0,18
